go_name,go_id,rel_type,parent_terms
xylogalacturonan metabolic process,GO:0010398,IS_A,GO:0010393
rhamnogalacturonan I backbone metabolic process,GO:0010399,IS_A,GO:0010395
rhamnogalacturonan I side chain metabolic process,GO:0010400,IS_A,GO:0010395
pectic galactan metabolic process,GO:0010401,IS_A,GO:0010400
pectic arabinan metabolic process,GO:0010402,IS_A,GO:0010400
pectic arabinogalactan I metabolic process,GO:0010403,IS_A,GO:0010400
cell wall hydroxyproline-rich glycoprotein metabolic process,GO:0010404,IS_A,GO:0010384
arabinogalactan protein metabolic process,GO:0010405,IS_A,GO:0010404
classical arabinogalactan protein metabolic process,GO:0010406,IS_A,GO:0010405
non-classical arabinogalactan protein metabolic process,GO:0010407,IS_A,GO:0010405
fasciclin-like arabinogalactan protein metabolic process,GO:0010408,IS_A,GO:0010405
extensin metabolic process,GO:0010409,IS_A,GO:0010404
hemicellulose metabolic process,GO:0010410,IS_A,GO:0010383
mannan metabolic process,GO:0010412,IS_A,GO:0010383
glucuronoxylan metabolic process,GO:0010413,IS_A,GO:0045491
unsubstituted mannan metabolic process,GO:0010415,IS_A,GO:0010412
arabinoxylan-containing compound metabolic process,GO:0010416,IS_A,GO:0045491
rhamnogalacturonan II side chain metabolic process,GO:0010419,IS_A,GO:0010396
regulation of brassinosteroid biosynthetic process,GO:0010422,IS_A,GO:0090030
DNA methylation on cytosine within a CG sequence,GO:0010424,IS_A,GO:0032776
Wnt signaling pathway,GO:0060071,INSTANCE_OF,GO:0035567
regulation of Wnt signaling pathway,GO:0030111,IS_A,GO:0009966
regulation of Wnt signaling pathway,GO:0030111,REGULATES,GO:0016055
beta-catenin destruction complex disassembly,GO:1904886,IS_A,GO:0032984
beta-catenin-TCF complex assembly,GO:1904837,IS_A,GO:0065003
adherens junction organization,GO:0034332,IS_A,GO:0045216
bicellular tight junction assembly,GO:0070830,IS_A,GO:0120192
cell-cell junction organization,GO:0045216,IS_A,GO:0034330
hemidesmosome assembly,GO:0031581,IS_A,GO:0007044
negative regulation of epidermal growth factor receptor signaling pathway,GO:0042059,NEGATIVELY_REGULATES,GO:0007173
activation of protein kinase A activity,GO:0034199,IS_A,GO:0032147
Fc-epsilon receptor signaling pathway,GO:0038095,IS_A,GO:0038093
neurotrophin TRK receptor signaling pathway,GO:0048011,INSTANCE_OF,GO:0007169
activation of adenylate cyclase activity,GO:0007190,IS_A,GO:0050790
negative regulation of axonogenesis,GO:0050771,INSTANCE_OF,GO:0050770
positive regulation of axonogenesis,GO:0050772,INSTANCE_OF,GO:0050770
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043154,COMPONENT_OF,GO:0006915
activation of phospholipase C activity,GO:0007202,IS_A,GO:0010863
activation of phospholipase C activity,GO:0007202,INSTANCE_OF,GO:0010863
nerve growth factor processing,GO:0032455,IS_A,GO:0016486
nerve growth factor processing,GO:0032455,INSTANCE_OF,GO:0016486
double-strand break repair via synthesis-dependent strand annealing,GO:0045003,IS_A,GO:0000724
double-strand break repair via synthesis-dependent strand annealing,GO:0045003,INSTANCE_OF,GO:0000724
double-strand break repair via homologous recombination,GO:0000724,INSTANCE_OF,GO:0006302
double-strand break repair via nonhomologous end joining,GO:0006303,INSTANCE_OF,GO:0006302
BMP signaling pathway,GO:0030509,IS_A,GO:0007178
BMP signaling pathway,GO:0030509,INSTANCE_OF,GO:0006357
negative regulation of Notch signaling pathway,GO:0045746,INSTANCE_OF,GO:0009968
negative regulation of Notch signaling pathway,GO:0045746,NEGATIVELY_REGULATES,GO:0007219
negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030512,NEGATIVELY_REGULATES,GO:0007179
transforming growth factor beta receptor signaling pathway,GO:0007179,IS_A,GO:0007178
negative regulation of transcription by RNA polymerase II,GO:0000122,INSTANCE_OF,GO:0006357
negative regulation of transcription by RNA polymerase II,GO:0000122,NEGATIVELY_REGULATES,GO:0006366
ERBB2 signaling pathway,GO:0038128,IS_A,GO:0038127
RNA metabolic process,GO:0016070,IS_A,GO:0090304
nucleobase-containing small molecule catabolic process,GO:0034656,INSTANCE_OF,GO:0055086
nucleobase-containing small molecule metabolic process,GO:0055086,INSTANCE_OF,GO:0044281
exonucleolytic catabolism of deadenylated mRNA,GO:0043928,IS_A,GO:0000291
exonucleolytic catabolism of deadenylated mRNA,GO:0043928,COMPONENT_OF,GO:0000288
nuclear-transcribed mRNA catabolic process,GO:0000288,IS_A,GO:0000956
nuclear-transcribed mRNA poly(A) tail shortening,GO:0000289,IS_A,GO:0000956
nuclear-transcribed mRNA poly(A) tail shortening,GO:0000289,COMPONENT_OF,GO:0000288
interleukin-1-mediated signaling pathway,GO:0070498,IS_A,GO:0019221
interleukin-1-mediated signaling pathway,GO:0070498,INSTANCE_OF,GO:0019221
interleukin-33-mediated signaling pathway,GO:0038172,IS_A,GO:0019221
interleukin-33-mediated signaling pathway,GO:0038172,INSTANCE_OF,GO:0019221
interleukin-18-mediated signaling pathway,GO:0035655,IS_A,GO:0019221
interleukin-18-mediated signaling pathway,GO:0035655,INSTANCE_OF,GO:0019221
transcription by RNA polymerase III,GO:0006383,IS_A,GO:0006351
transcription by RNA polymerase III,GO:0006383,INSTANCE_OF,GO:0006351
NIK/NF-kappaB signaling,GO:0038061,IS_A,GO:0035556
NIK/NF-kappaB signaling,GO:0038061,HAS_PART,GO:0051092
NIK/NF-kappaB signaling,GO:0038061,INSTANCE_OF,GO:0035556
interleukin-6-mediated signaling pathway,GO:0070102,IS_A,GO:0019221
interleukin-6-mediated signaling pathway,GO:0070102,INSTANCE_OF,GO:0019221
regulation of transcription from RNA polymerase II promoter in response to hypoxia,GO:0061418,IS_A,GO:0043618
apoptotic DNA fragmentation,GO:0006309,IS_A,GO:0000737
regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:1902041,IS_A,GO:2001236
TRIF-dependent toll-like receptor signaling pathway,GO:0035666,IS_A,GO:0002756
TRIF-dependent toll-like receptor signaling pathway,GO:0035666,INSTANCE_OF,GO:0002756
MyD88-independent toll-like receptor signaling pathway,GO:0002756,IS_A,GO:0002224
MyD88-independent toll-like receptor signaling pathway,GO:0002756,INSTANCE_OF,GO:0002224
toll-like receptor signaling pathway,GO:0002224,IS_A,GO:0002221
necroptotic process,GO:0070266,IS_A,GO:0097300
necroptotic process,GO:0070266,INSTANCE_OF,GO:0097300
programmed necrotic cell death,GO:0097300,INSTANCE_OF,GO:0012501
death-inducing signaling complex assembly,GO:0071550,IS_A,GO:0065003
death-inducing signaling complex assembly,GO:0071550,COMPONENT_OF,GO:0097191
regulation of lipid metabolic process,GO:0019216,IS_A,GO:0080090
regulation of lipid metabolic process,GO:0019216,REGULATES,GO:0006629
protein deubiquitination,GO:0016579,IS_A,GO:0070646
regulation of tumor necrosis factor-mediated signaling pathway,GO:0010803,IS_A,GO:0001959
regulation of tumor necrosis factor-mediated signaling pathway,GO:0010803,REGULATES,GO:0033209
regulation of tumor necrosis factor-mediated signaling pathway,GO:0010803,INSTANCE_OF,GO:0001959
regulation of cytokine-mediated signaling pathway,GO:0001959,REGULATES,GO:0019221
tumor necrosis factor-mediated signaling pathway,GO:0033209,IS_A,GO:0019221
tumor necrosis factor-mediated signaling pathway,GO:0033209,INSTANCE_OF,GO:0019221
biological process involved in interaction with host,GO:0051701,IS_A,GO:0044403
modulation by virus of host cellular process,GO:0019054,INSTANCE_OF,GO:0019048
modulation by virus of host process,GO:0019048,INSTANCE_OF,GO:0016032
viral process,GO:0016032,IS_A,GO:0044403
regulation of necroptotic process,GO:0060544,IS_A,GO:0062098
regulation of necroptotic process,GO:0060544,REGULATES,GO:0070266
extrinsic apoptotic signaling pathway in absence of ligand,GO:0097192,INSTANCE_OF,GO:0097191
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO:0097296,IS_A,GO:2001269
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO:0097296,COMPONENT_OF,GO:0097190
regulation of regulatory T cell differentiation,GO:0045589,IS_A,GO:0045580
regulation of keratinocyte differentiation,GO:0045616,IS_A,GO:0045604
regulation of B cell receptor signaling pathway,GO:0050855,IS_A,GO:0050854
regulation of intracellular estrogen receptor signaling pathway,GO:0033146,IS_A,GO:0033143
regulation of megakaryocyte differentiation,GO:0045652,IS_A,GO:0045637
regulation of megakaryocyte differentiation,GO:0045652,INSTANCE_OF,GO:0045637
transcription initiation from RNA polymerase II promoter,GO:0006367,IS_A,GO:0006352
transcription initiation from RNA polymerase II promoter,GO:0006367,COMPONENT_OF,GO:0006366
cellular response to oxidative stress,GO:0034599,INSTANCE_OF,GO:0033554
ketone body biosynthetic process,GO:0046951,INSTANCE_OF,GO:0046950
ketone body catabolic process,GO:0046952,INSTANCE_OF,GO:0046950
drug metabolic process,GO:0017144,IS_A,GO:0044237
drug metabolic process,GO:0017144,INSTANCE_OF,GO:0044237
cofactor metabolic process,null,INSTANCE_OF,GO:0044237
short-chain fatty acid catabolic process,GO:0019626,INSTANCE_OF,GO:0009062
long-chain fatty acid transport,GO:0015909,IS_A,GO:0015908
regulation of glycolytic process through fructose-6-phosphate,GO:1904538,IS_A,GO:0006110
regulation of glycolytic process through fructose-6-phosphate,GO:1904538,INSTANCE_OF,GO:0006110
glucose metabolic process,GO:0006006,IS_A,GO:0019318
endoplasmic reticulum mannose trimming,GO:1904380,IS_A,GO:0036508
protein folding,GO:0006457,IS_A,GO:0009987
dolichyl diphosphate biosynthetic process,GO:0006489,COMPONENT_OF,GO:0006488
dolichol-linked oligosaccharide biosynthetic process,GO:0006488,IS_A,GO:0006490
dermatan sulfate biosynthetic process,GO:0030208,INSTANCE_OF,GO:0006024
glycosaminoglycan biosynthetic process,GO:0006024,INSTANCE_OF,GO:0030203
glycosaminoglycan metabolic process,GO:0030203,IS_A,GO:0006022
chondroitin sulfate biosynthetic process,GO:0030206,INSTANCE_OF,GO:0006024
chondroitin sulfate catabolic process,GO:0030207,INSTANCE_OF,GO:0006027
hyaluronan catabolic process,GO:0030214,INSTANCE_OF,GO:0006027
hyaluronan biosynthetic process,GO:0030213,INSTANCE_OF,GO:0006024
hyaluronan metabolic process,GO:0030212,IS_A,GO:1903510
keratan sulfate biosynthetic process,GO:0018146,INSTANCE_OF,GO:0006024
keratan sulfate catabolic process,GO:0042340,INSTANCE_OF,GO:0006027
glycogen catabolic process,GO:0005980,INSTANCE_OF,GO:0005977
hexose transmembrane transport,GO:0008645,IS_A,GO:0015749
fructose metabolic process,GO:0006000,IS_A,GO:0019318
glycogen biosynthetic process,GO:0005978,INSTANCE_OF,GO:0005977
nucleobase-containing small molecule biosynthetic process,GO:0034404,INSTANCE_OF,GO:0055086
nucleobase-containing small molecule interconversion,GO:0015949,IS_A,GO:0055086
nucleobase-containing small molecule interconversion,GO:0015949,INSTANCE_OF,GO:0055086
pyrimidine nucleoside salvage,GO:0043097,INSTANCE_OF,GO:0046134
NAD biosynthesis via nicotinamide riboside salvage pathway,GO:0034356,IS_A,GO:0009435
NAD metabolic process,GO:0019674,IS_A,GO:0008152
sulfide oxidation,GO:0070221,IS_A,GO:0019418
L-methionine salvage from methylthioadenosine,GO:0019509,IS_A,GO:0071267
selenium compound metabolic process,GO:0001887,IS_A,GO:0044237
selenium compound metabolic process,GO:0001887,INSTANCE_OF,GO:0044237
selenocysteine metabolic process,GO:0016259,IS_A,GO:0009069
L-serine biosynthetic process,GO:0006564,INSTANCE_OF,GO:0008652
thyroid hormone generation,GO:0006590,IS_A,GO:0042403
agmatine biosynthetic process,GO:0097055,IS_A,GO:1901162
creatine metabolic process,GO:0006600,INSTANCE_OF,GO:0017144
polyamine metabolic process,GO:0006595,IS_A,GO:0006576
positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,GO:2001241,POSITIVELY_REGULATES,GO:0097192
positive regulation of neurotrophin TRK receptor signaling pathway,GO:0051388,POSITIVELY_REGULATES,GO:0048011
positive regulation of phosphatidylinositol 3-kinase signaling,GO:0014068,INSTANCE_OF,GO:0014066
positive regulation of Ras protein signal transduction,GO:0046579,POSITIVELY_REGULATES,GO:0007265
mitotic nuclear envelope reassembly,GO:0007084,COMPONENT_OF,GO:0000278
mitotic anaphase,GO:0000090,IS_A,GO:0051322
mitotic anaphase,GO:0000090,COMPONENT_OF,GO:0000087
mitotic M phase,GO:0000087,COMPONENT_OF,GO:0000278
toll-like receptor 3 signaling pathway,GO:0034138,IS_A,GO:0002224
toll-like receptor 3 signaling pathway,GO:0034138,INSTANCE_OF,GO:0002224
insulin receptor signaling pathway,GO:0008286,IS_A,GO:0007169
insulin receptor signaling pathway,GO:0008286,INSTANCE_OF,GO:0007169
regulation of nitric-oxide synthase activity,GO:0050999,IS_A,GO:0032768
nitric oxide metabolic process,GO:0046209,INSTANCE_OF,GO:0017144
mismatch repair,GO:0006298,IS_A,GO:0006281
mismatch repair,GO:0006298,INSTANCE_OF,GO:0006281
transcription-coupled nucleotide-excision repair,GO:0006283,IS_A,GO:0006289
transcription-coupled nucleotide-excision repair,GO:0006283,INSTANCE_OF,GO:0006289
nucleotide-excision repair,GO:0006289,IS_A,GO:0006281
nucleotide-excision repair,GO:0006289,INSTANCE_OF,GO:0006281
nucleotide-excision repair,GO:0000715,IS_A,GO:0051276
nucleotide-excision repair,GO:0000715,COMPONENT_OF,GO:0006289
nucleotide-excision repair,GO:0033683,IS_A,GO:0090305
nucleotide-excision repair,GO:0033683,COMPONENT_OF,GO:0006289
nucleotide-excision repair,GO:0006297,IS_A,GO:0006259
nucleotide-excision repair,GO:0006297,COMPONENT_OF,GO:0006289
global genome nucleotide-excision repair,GO:0070911,IS_A,GO:0006289
global genome nucleotide-excision repair,GO:0070911,INSTANCE_OF,GO:0006289
interstrand cross-link repair,GO:0036297,IS_A,GO:0006281
interstrand cross-link repair,GO:0036297,INSTANCE_OF,GO:0006281
nucleotide-binding oligomerization domain containing signaling pathway,GO:0070423,INSTANCE_OF,GO:0035872
nucleotide-binding domain,GO:0035872,IS_A,GO:0030522
stimulatory C-type lectin receptor signaling pathway,GO:0002223,IS_A,GO:0002220
positive regulation of type I interferon production,GO:0032481,INSTANCE_OF,GO:0032479
regulation of type I interferon production,GO:0032479,IS_A,GO:0001817
negative regulation of type I interferon production,GO:0032480,INSTANCE_OF,GO:0032479
response to host immune response,GO:0052572,IS_A,GO:0052200
complement activation,GO:0006958,IS_A,GO:0006956
complement activation,GO:0006958,INSTANCE_OF,GO:0006956
regulation of complement activation,GO:0030449,REGULATES,GO:0006956
positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,POSITIVELY_REGULATES,GO:0007249
MyD88-dependent toll-like receptor signaling pathway,GO:0002755,IS_A,GO:0002224
MyD88-dependent toll-like receptor signaling pathway,GO:0002755,INSTANCE_OF,GO:0002224
toll-like receptor TLR1:TLR2 signaling pathway,GO:0038123,IS_A,GO:0002224
toll-like receptor TLR1:TLR2 signaling pathway,GO:0038123,INSTANCE_OF,GO:0002224
toll-like receptor TLR6:TLR2 signaling pathway,GO:0038124,IS_A,GO:0002224
toll-like receptor TLR6:TLR2 signaling pathway,GO:0038124,INSTANCE_OF,GO:0002224
toll-like receptor 2 signaling pathway,GO:0034134,IS_A,GO:0002224
toll-like receptor 2 signaling pathway,GO:0034134,INSTANCE_OF,GO:0002224
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,GO:0007193,IS_A,GO:0007188
neurotransmitter secretion,GO:0007269,COMPONENT_OF,GO:0007268
membrane depolarization,GO:0051899,IS_A,GO:0042391
cytokinesis,GO:0000910,IS_A,GO:0022402
mitotic S phase,GO:0000084,IS_A,GO:0051320
mitotic prophase,GO:0000088,IS_A,GO:0051324
mitotic prophase,GO:0000088,COMPONENT_OF,GO:0000087
mitotic prometaphase,GO:0000236,IS_A,GO:0098763
mitotic prometaphase,GO:0000236,COMPONENT_OF,GO:0000278
toll-like receptor 5 signaling pathway,GO:0034146,IS_A,GO:0002224
toll-like receptor 5 signaling pathway,GO:0034146,INSTANCE_OF,GO:0002224
toll-like receptor 10 signaling pathway,GO:0034166,IS_A,GO:0002224
toll-like receptor 10 signaling pathway,GO:0034166,INSTANCE_OF,GO:0002224
toll-like receptor 4 signaling pathway,GO:0034142,IS_A,GO:0002224
toll-like receptor 4 signaling pathway,GO:0034142,INSTANCE_OF,GO:0002224
toll-like receptor 9 signaling pathway,GO:0034162,IS_A,GO:0002224
toll-like receptor 9 signaling pathway,GO:0034162,INSTANCE_OF,GO:0002224
regulation of signal transduction by p53 class mediator,GO:1901796,IS_A,GO:1902531
interleukin-15-mediated signaling pathway,GO:0035723,IS_A,GO:0019221
interleukin-15-mediated signaling pathway,GO:0035723,INSTANCE_OF,GO:0019221
interleukin-9-mediated signaling pathway,GO:0038113,IS_A,GO:0019221
interleukin-9-mediated signaling pathway,GO:0038113,INSTANCE_OF,GO:0019221
interleukin-2-mediated signaling pathway,GO:0038110,IS_A,GO:0019221
interleukin-2-mediated signaling pathway,GO:0038110,INSTANCE_OF,GO:0019221
interleukin-21-mediated signaling pathway,GO:0038114,IS_A,GO:0019221
interleukin-21-mediated signaling pathway,GO:0038114,INSTANCE_OF,GO:0019221
regulation of bicellular tight junction assembly,GO:2000810,IS_A,GO:1901888
regulation of bicellular tight junction assembly,GO:2000810,REGULATES,GO:0070830
hippo signaling,GO:0035329,IS_A,GO:0035556
hippo signaling,GO:0035329,INSTANCE_OF,GO:0035556
anaphase-promoting complex-dependent catabolic process,GO:0031145,IS_A,GO:0043161
telomere maintenance via telomerase,GO:0007004,INSTANCE_OF,GO:0006278
RNA-dependent DNA biosynthetic process,GO:0006278,IS_A,GO:0071897
regulation of cellular response to heat,GO:1900034,IS_A,GO:0080135
regulation of cellular response to heat,GO:1900034,REGULATES,GO:0034605
cellular response to heat,GO:0034605,INSTANCE_OF,GO:0033554
response to metal ion,GO:0010038,IS_A,GO:0010035
macroautophagy,GO:0016236,IS_A,GO:0006914
circadian rhythm,GO:0007623,IS_A,GO:0048511
somatic stem cell population maintenance,GO:0035019,IS_A,GO:0019827
embryo development,GO:0009790,IS_A,GO:0007275
cornification,GO:0070268,IS_A,GO:0012501
cornification,GO:0070268,COMPONENT_OF,GO:0031424
cornification,GO:0070268,INSTANCE_OF,GO:0012501
keratinization,GO:0031424,IS_A,GO:0032501
endocrine pancreas development,GO:0031018,IS_A,GO:0048856
nuclear-transcribed mRNA catabolic process,GO:0000184,IS_A,GO:0000956
ephrin receptor signaling pathway,GO:0048013,IS_A,GO:0007169
ephrin receptor signaling pathway,GO:0048013,INSTANCE_OF,GO:0007169
axon guidance,GO:0007411,IS_A,GO:0097485
